time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1707663882704068900,161.41606884765625,0.25757792592048645,0.1725408434867859,0.5542486906051636,0.7724581956863403,-0.05809055641293526,-1.2380635738372803,-0.685107409954071
1707663882714068700,161.42606884765624,0.2563481032848358,0.17233118414878845,0.5544428825378418,0.7727746963500977,-0.054932184517383575,-1.2384285926818848,-0.6797598004341125
1707663882724068900,161.43606884765626,0.2551846504211426,0.1720326542854309,0.554794430732727,0.7729739546775818,-0.0528281070291996,-1.239076018333435,-0.675417959690094
1707663882734068700,161.44606884765625,0.25369977951049805,0.1716853529214859,0.5550122857093811,0.773383378982544,-0.04936671257019043,-1.2393959760665894,-0.669180154800415
1707663882744068900,161.45606884765624,0.2528848946094513,0.17139379680156708,0.5549055933952332,0.7737914323806763,-0.04731568321585655,-1.2389675378799438,-0.6654865145683289
1707663882754068700,161.46606884765626,0.2520630657672882,0.17120279371738434,0.5546823143959045,0.7742618322372437,-0.044500552117824554,-1.238349199295044,-0.6611800193786621
1707663882764068900,161.47606884765625,0.25122204422950745,0.1710454225540161,0.5546223521232605,0.7746127843856812,-0.04189957305788994,-1.2381328344345093,-0.6570881605148315
1707663882774068700,161.48606884765624,0.2500147819519043,0.17080284655094147,0.5548087954521179,0.7749233245849609,-0.038942039012908936,-1.2384364604949951,-0.651933491230011
1707663882784068900,161.49606884765626,0.24903815984725952,0.17049597203731537,0.5549745559692383,0.7751866579055786,-0.03707549721002579,-1.2386287450790405,-0.6481265425682068
1707663882794068700,161.50606884765625,0.2485523670911789,0.17024341225624084,0.5548688173294067,0.7754737138748169,-0.0361173115670681,-1.2382102012634277,-0.6460805535316467
1707663882804068900,161.51606884765624,0.24797369539737701,0.1700873076915741,0.5546770691871643,0.7758303284645081,-0.0341746062040329,-1.2376707792282104,-0.6430616974830627
1707663882814068700,161.52606884765626,0.2471558302640915,0.16994637250900269,0.5546221733093262,0.7761613726615906,-0.031621888279914856,-1.2374695539474487,-0.6390783786773682
1707663882824068900,161.53606884765625,0.24611896276474,0.16975004971027374,0.5548025965690613,0.7764047980308533,-0.02908180095255375,-1.237778663635254,-0.6346690058708191
1707663882834068700,161.54606884765624,0.2451878786087036,0.16949178278446198,0.5550729632377625,0.7765625715255737,-0.027426380664110184,-1.238244891166687,-0.6312026381492615
1707663882844068900,161.55606884765626,0.2442636787891388,0.16921396553516388,0.5552432537078857,0.7767926454544067,-0.025637073442339897,-1.238462209701538,-0.627596914768219
1707663882854068700,161.56606884765625,0.24383246898651123,0.16902051866054535,0.5551116466522217,0.7770642638206482,-0.024580856785178185,-1.2380235195159912,-0.625625729560852
1707663882864068900,161.57606884765624,0.24327699840068817,0.16893447935581207,0.5548341870307922,0.7774550914764404,-0.02223949320614338,-1.2373290061950684,-0.6223573684692383
1707663882874068700,161.58606884765624,0.2429574877023697,0.16886088252067566,0.5546686053276062,0.7776891589164734,-0.020992044359445572,-1.2368969917297363,-0.6205425262451172
1707663882884068900,161.59606884765626,0.2420996129512787,0.16875793039798737,0.5547226667404175,0.7779404520988464,-0.018401186913251877,-1.2369680404663086,-0.6165058016777039
1707663882894068700,161.60606884765625,0.24130283296108246,0.16860495507717133,0.5548902750015259,0.7781015634536743,-0.016524605453014374,-1.237263560295105,-0.613188624382019
1707663882904068900,161.61606884765624,0.24043576419353485,0.16842418909072876,0.5550174117088318,0.778318464756012,-0.014415480196475983,-1.2374447584152222,-0.609498143196106
